PILPROJ;Deb;PILPROJ_DEB_FR_1;Conversations;Quelle icône permet d'ajouter des participants à une conversation de groupe? ;Which icon can add participants to a group conversation? (To add a participant to a group conversation, which icon should I use?);Icône Activer la vidéo//Icône Ajouter des participants//Icône Détacher la fenêtre;Activate video icon//Add participants icon//Pop out chat icon;"Si je dois ajouter des nouvelles personnes à une conversation de groupe, j'utilise la fonctionnalité ""Ajouter des participants"" au lieu de créer une nouvelle conversation. ";"When I have to add new people to a group conversation, I use the ""Add Participants"" feature instead of creating a new conversation.";B;QCMUniqueImage
REU;Inter;REU_INT_FR_3;Fichiers;Comment faire au mieux pour partager un document avant ma réunion? ;What is the best way for me to share a document before a meeting?;Je l'envoie par email aux participants de la réunion.//Je le partage depuis mon OneDrive dans la conversation de la réunion.//Je l'envoie par voyageur intergalactique !  ;I can send an email to the meeting participants.//I can share it via OneDrive in the meeting conversation.//I can send it by intergalactic traveler!;"Le mieux est de partager le support depuis mon OneDrive dans la conversation de la réunion: ainsi, tous les échanges ayant trait à cette réunion sont centralisés.
De plus, grâce à la synchronisation de OneDrive et Teams, même mes toutes dernières modifications apportées au document seront visibles des participants. ";"The best way is to share the media via OneDrive in the meeting conversation: all discussions related to this meeting are then centralized.
Moreover, thanks to the OneDrive and Teams synchronization, my very latest document updates will be visible to the participants.";B;QCMUnique
REU;Inter;REU_INT_FR_4;Fichiers;Qui peut télécharger la liste des participants à une réunion? ;Who can download the list of participants for a meeting?;Tous les participants.//Seuls les membres de mon organisation.//Seul l'organisateur.rice de la réunion.;All participants.//Only members of my organization.//Only the meeting organizer.;;#VALUE!;C;QCMUnique
REU;Inter;REU_INT_FR_5;Applications;J'ai organisé une réunion Teams pour former mes collègues sur l'utilisation d'une nouvelle application métier. Dans le bac de partage de la réunion, je sélectionne: ;I organized a Teams meeting to train my colleagues on on how to use a new app. In the sharing tray, I select: ;"Partager un fichier ""PowerPoint""//Partager mon ""Bureau""//Partager une ""Fenêtre""";"Share a ""PowerPoint"" file//Share my desktop//Share a ""Window""";Je partage une seule fenêtre quand j'ai besoin de n'afficher qu’une seule chose et que je veux masquer le reste de l’écran. Quand je navigue sur mon bureau, les participants ne voient que la fenêtre que j'ai partagée. ;I share a window when I only need to show one thing and want to keep the rest hidden. When I navigate on my dekstop, participants only see the window that I shared.;C;QCMUnique
REU;Inter;REU_INT_FR_6;Applications;"Pendant une réunion, si on me demande de partager une présentation Powerpoint, il est conseillé de sélectionner ""Partager un Fichier PowerPoint"" plutôt que ""Partager une fenêtre"" car: ";"During a meeting, if I am asked to share a PowerPoint presentation, it is preferable to select ""Share a PowerPoint file"" rather than ""Share a window"" because:";Les participants bénéficieront de fonctionnalités spéciales.//Les participants pourront se déplacer dans différentes diapositives sans interrompre la présentation principale.//Les participants peuvent synchroniser leur affichage avec l’affichage du présentateur d’un simple clic.//Les trois réponses ci-dessus.;Participants will benefit from special features.//Participants will be able to view the various slides without interrupting the current presentation.//Participants can synchronize their display with the display of the presenter with a simple click.//All of the  above.;"Pendant une réunion, si nous devons présenter à plusieurs une présentation, je sélectionne ""Partager un Fichier Powerpoint"" dans le bac de partage. Ainsi, les autres participants pourront la parcourir à leur propre rythme sans interrompre la présentation principale. Plus besoin de dire ""Reviens sur la slide 2""! Je peux également donner la main aux autres présentateurs sans arrêter le partage et reprendre le contrôle à tout moment. ";"During a meeting, if presenting with others using the same presentation, I select ""Share a PowerPoint file"" from the sharing tray. The other participants can see the slides at their own pace without interrupting the main presentation. No need to say ""can you please go back to slide 2?""! I can also let the other presenter switch slides without having to stop sharing and regain control at any time.";D;QCMUnique
REU;Inter;REU_INT_FR_7;Statut/Raccourcis;Vrai ou faux? Lorsque je crée une réunion sur Teams, je peux définir un statut des participants à la réunion : Obligatoire/Facultatif.;True or false? When I create a Teams meeting, I can set a status of participants in the meeting: Mandatory / Optional.;Vrai, je peux le définir de la même façon que dans Outlook.//Faux;True, I can set it in the same way as in Outlook.//False;Je n'hésite pas à définir certains invités à ma réunion comme Facultatifs, s'ils ne sont pas indispensables à cette réunion.;I have the option to set some guests as optional,  if they are not required to have this meeting.;A;QCMUnique
REU;Inter;REU_INT_FR_8;Statut/Raccourcis;Quelle action me permet de mettre fin à la réunion pour tous les participants? ;Which action allows me to end the meeting for all participants?;"Image ""Activer la caméra""//Image ""Quitter""//Image ""Mettre fin à la réunion""";"""Turn on camera"" image//""Exit"" image//""End the Meeting"" image ";"En tant qu'organisateur.rice de réunion, je peux choisir de ""Quitter"" la réunion mais celle-ci continuera pour les autres participants, ou bien je peux ""Mettre fin à la réunion"" pour tous les participants.  ";"As meeting organizer, I can chose to ""leave"" the meeting, but the meeting will continue for other participants; or I can ""end"" the meeting for all participants. ";C;QCMUniqueImage
REU;Inter;REU_INT_FR_9;Appels;Je suis en télétravail et je m'apprête à suivre une réunion, mais mon environnement est mal rangé….Comment masquer cette réalité à mes interlocuteurs? ;I am working from home and I am about to join a meeting, but my environment is messy ... .How can I hide this from other meeting participants?;Je n'active pas ma caméra.//Je peux appliquer des effets d'arrière-plan.//Je peux flouter mon arrière-plan.;I do not turn on my camera.//I can apply background effects.//I can blur my background.;J'active au maximum ma caméra pendant les réunions, afin de conserver l'attention de tous.;Whenever possible, I prioritize turning on my camera during meetings to keep everyone's attention.;B//C;QCMMultiple
REU;Inter;REU_INT_FR_10;Appels;Je suis en réunion avec mon équipe de commerciaux, et nous avons besoin d'interroger l'expert en droit commercial de notre entreprise. Quel est le bon parcours pour l'ajouter à la volée à notre réunion?  ;I am in a meeting with my sales team, and we need to as the commercial law expert of our company a question. What is the right path to add him on the fly to our meeting?;"Je clique sur ""Afficher les participants"".//La réunion est en cours.//Je tape ensuite le nom de l'expert en droit commercial dans la zone de saisie.//Enfin, la réunion appelle automatiquement le participant.";"I click ""View Participants"".//The meeting is ongoing.//I then type the name of the expert in the open tab.//The meeting the automatically calls the participant.";;#VALUE!;B//A//C//D;BonParcours
REU;Inter;REU_INT_FR_11;Calendrier;Puis-je créer une réunion Teams périodique? ;Can I create a recurring Teams meeting?;Oui depuis Outlook, je peux créer une nouvelle réunion Teams avec une périodicité //Oui depuis Teams, je peux créer une nouvelle réunion avec une périodicité //Oui depuis Planificateur;Yes, I can create a new Teams meeting with recurring parameters in Outlook.//Yes, I can create a new Teams meeting with recurring parameters in Teams directly.//Yes, via Planner.;;#VALUE!;A//B;QCMMultiple
REU;Inter;REU_INT_FR_12;Calendrier;Je suis en train de créer une réunion Teams et je souhaite paramétrer ses options, comment faire? ;When I am creating a Teams meeting how can I change the Mtg Options?;Dans l'invitation Outlook de la réunion, je peux accéder aux options//Dans l'invitation Teams de la réunion, je peux accéder aux options//Je ne peux pas paramétrer les options de la réunion;In the meeting Outlook invitation, I can access options//In the meeting Teams invitation, I can access options//I cannot set the meeting options.;Dans les options, je pourrai paramétrer des élements tels que la salle d'attente ou le rôle de présentateur. ;In the options, I can set elements such as the waiting room or the presenter role.;A//B;QCMMultiple
REU;Inter;REU_INT_FR_13;Équipe/Discussions;Je souhaite modifier une publication que j'ai écrite car j'ai indiqué un taux de renouvellement de 70% alors qu'il est en ce moment de 80 % : comment faire? ;I want to modify a post I wrote because I have indicated a 70% renewal rate when it is currently 80%: how do I do this? ;"Je vais sur ma publication et je clique sur l'emoji ""Fâché"".//Je vais sur ma publication et je clique sur ""Répondre"".//Je vais sur ma publication et je clique sur ""…"" (Plus d'options) et ""Modifier"".";"I go to my post and click on the ""Angry"" emoji.//I go to my post and click on ""Reply"".//I go to my post and click ""..."" (More options) and ""Modify.""";Je peux modifier facilement une petite erreur dans une publication. ;I can easily modify a small error in a post.;C;QCMUnique
REU;Inter;REU_INT_FR_14;Équipe/Discussions;Je souhaite organiser une réunion de division avec les équipes régionales et on compte 50 personnes à inviter. Est-ce que je peux inviter tout le monde dans une réunion Teams? ;I want to organize a division meeting with the regional teams and there are 50 people to invite. Can I invite everyone to a Teams meeting?;Oui car je peux inviter jusqu'à 300 personnes dans une réunion Teams. //Oui car je peux inviter jusqu'à 50 personnes dans une réunion Teams. //Non je ne peux pas inviter autant de personnes à une réunion Teams. ;Yes I can invite up to 300 people to a Teams meeting.//Yes I can invite up to 50 people to a Teams meeting.//No, I can't invite this many people to a Teams meeting.;Sur Teams, je peux organiser des réunions jusqu'à 300 personnes. Pratique pour les réunions générales trimestrielles, les appels régionaux et en plus, tout le monde peut joindre la réunion de n'importe où !;On Teams, I can organize meetings for up to 300 people. Convenient for quarterly general meetings, regional calls and, anyone can join the meeting from anywhere!;A;QCMUnique
