9075;THEMATIQUE          ;7;en;Files;;
14825;REPONSE             ;292;fr;Vrai, je peux le définir de la même façon que dans Outlook.;;
14826;REPONSE             ;1025;fr;Je sélectionne Copier le lien.;;
14827;REPONSE             ;487;fr;Nous pouvons utiliser un bloc-notes OneNote pour brainstormer.;;
14828;REPONSE             ;864;fr;Je me place sur Répondre à la fin d'une publication.;;
14829;REPONSE             ;486;fr;J'utilise la fonctionnalité Supprimer l'équipe en cliquant sur sur les trois points … à droite du nom de l'équipe.;;
14830;REPONSE             ;50;fr;Je sais que c'est mon responsable qui a enregistré la réunion, je consulte ces vidéos sur sa chaîne Microsoft Stream.;;
14831;REPONSE             ;475;fr;Zone Démarrer une conversation;;
14832;REPONSE             ;1152;fr;Icône Format;;
14833;REPONSE             ;144;fr;Excel;;
14834;REPONSE             ;593;fr;Je sélectionne Notifications dans le menu de gauche.;;
14835;REPONSE             ;47;fr;Quitter une équipe.;;
14836;REPONSE             ;875;fr;Enfin, je clique sur Image de l'équipe.;;
14837;REPONSE             ;46;fr;Je ne participe pas à la réunion. ;;
14838;REPONSE             ;31;fr;Non, le partage de contenu sur Teams n'est possible uniquement que depuis un PC. ;;
14842;REPONSE             ;526;fr;Je tape le nom du fichier dans la barre de recherche et je filtre sur Fichiers.;;
14843;REPONSE             ;504;fr;A discuter de mes projets de vacances au soleil avec mes collègues.;;
14844;REPONSE             ;316;fr;Ce n'est pas possible.;;
14845;REPONSE             ;731;fr;Je lance une conversation de groupe.;;
14846;REPONSE             ;1149;fr;Les réactions à mes publications dans les canaux.;;
14847;REPONSE             ;394;fr;Je le partage depuis mon OneDrive dans la conversation de la réunion.;;
14848;REPONSE             ;127;fr;Définir plusieurs propriétaires permet aux autres propriétaires de continuer à gérer les paramètres et les droits de l'équipe, même en cas d'absence. ;;
14849;REPONSE             ;763;fr;Icône Appliquer les effets d'arrière plan;;
14850;REPONSE             ;1006;fr;Faux;;
14851;REPONSE             ;579;fr;Onglet Applications;;
14852;REPONSE             ;1172;fr;CTRL , ;;
14853;REPONSE             ;737;fr; En décrochant un autre appel simultanément, je mets automatiquement fin à l'appel en cours.;;
14854;REPONSE             ;130;fr;Oui car je peux inviter jusqu'à 300 personnes dans une réunion Teams. ;;
14855;REPONSE             ;431;fr;Je crée une publication dans notre équipe Teams en utilisant éventuellement Praise/ Féliciter.;;
14856;REPONSE             ;828;fr;C'est impossible.;;
14857;REPONSE             ;120;fr;Je poste un message dans le une conversation de groupe.;;
14858;REPONSE             ;3;fr;Je crée une nouvelle équipe pour traiter les sujets confidentiels.;;
14859;REPONSE             ;548;en;She creates a new meeting.;;
14860;REPONSE             ;1151;en;False ;;
14861;REPONSE             ;539;en;I start by going to the Settings of the mobile app.;;
14862;REPONSE             ;134;en;Open in Excel;;
14863;REPONSE             ;68;en;I use a Survey app or Forms that are integrated in Teams;;
14864;REPONSE             ;625;en;Files icon;;
14865;REPONSE             ;407;en;Yes I can invite up to 50 people to a Teams meeting.;;
14866;REPONSE             ;76;en;A PowerPoint;;
14867;REPONSE             ;771;en;To request a review of my work ;;
14868;REPONSE             ;63;en;I can zoom in/out using the keyboard shortcuts Ctrl+ and Ctrl-. ;;
14869;REPONSE             ;1054;en;To structure my group conversations.;;
14870;REPONSE             ;620;en;Finally, I select Manage priority access.;;
14871;REPONSE             ;203;en;I go to Notifications.;;
14872;REPONSE             ;1004;en;Create an excel file and ask everyone to fill it with dates & names.;;
14873;REPONSE             ;793;en;I can do it from Outlook via the Response Option button where I can choose to block the forward.;;
14874;REPONSE             ;205;en;My colleague does not know how to use Teams properly.;;
14875;REPONSE             ;609;en;Answer C.;;
14876;REPONSE             ;374;en;Do not disturb status;;
14877;REPONSE             ;33;en;Share a Window;;
14878;REPONSE             ;760;en;I hide the teams that do not interest me.;;
14879;REPONSE             ;55;en;I check their Teams status.;;
14880;REPONSE             ;676;en;I select the file in question and click on …;;
14881;REPONSE             ;939;en;Add a channel area;;
14882;REPONSE             ;552;en;True, pressing the ... tab (More) at the bottom right of the interface, I can reorganize elements.;;
14883;REPONSE             ;306;en;I click Version History.;;
14884;REPONSE             ;380;en;"False
";;
14885;REPONSE             ;127;en;By setting several owners, you allow other owners to continue managing settings and rights of the team when the first owner is out of office;;
14886;REPONSE             ;1105;en;I use the functionnality Add participants and I look for his mobile phone or type it.;;
14887;REPONSE             ;217;en;Ctrl 6;;
14888;REPONSE             ;239;en;From my Teams calendar, I open last week's meeting and I go to the Conversation tab.;;
14889;REPONSE             ;1059;en;I pin it to a channel.;;
14890;REPONSE             ;874;en;Icon Start the recording;;
14891;REPONSE             ;692;en;I initiate a group conversation.;;
14892;REPONSE             ;256;en;He creates a group conversation.;;
14893;REPONSE             ;434;en;Delete a private channel.;;
14894;REPONSE             ;660;en;The Join button.;;
14895;REPONSE             ;480;en;Yes, by giving control to my colleague.;;
14896;REPONSE             ;626;en;I first open Outlook.;;
14897;REPONSE             ;653;en;I go to Settings.;;
14898;REPONSE             ;1117;en;I call them to ask.;;
14899;REPONSE             ;72;en;I get the time zone and I calculate mentally at what time he will be available.;;
14900;REPONSE             ;732;en;I use the Format option in the new post.;;
14901;REPONSE             ;1103;en;I click on my profile picture.;;
14902;REPONSE             ;254;en;I hang up the current meeting and I make a group call on all personal numbers of team.;;
14903;REPONSE             ;196;en;I ask to all participants who will present to activate the subtitles in Powerpoint.;;
14904;REPONSE             ;334;en;Finally I choose the needed status (Away, Available, Back soon, etc...).;;
14905;REPONSE             ;927;en;I personalize my status message stating Julie as the go to contact while I am out of the office.;;
14906;REPONSE             ;156;en;I use the Translate function to the right of the message.;;
14907;REPONSE             ;219;en;I enable this specific team notifications.;;
14908;REPONSE             ;884;en;Finally, click on the cross on the right of the name.;;
14909;REPONSE             ;190;en;If a colleague is already working on the file, it will be read-only.;;
14910;REPONSE             ;932;en;He creates a group conversation.;;
14911;REPONSE             ;506;en;Yes, from the Calendar tab.;;
14912;REPONSE             ;42;en;I send them a email.;;
15063;REPONSE             ;797;en;He creates a team.;;
14914;REPONSE             ;823;en;Finally, I select Show device settings.;;
14915;REPONSE             ;149;en;Yes, I can also find pinned channels from my Teams mobile application.;;
14916;REPONSE             ;588;en;I load a GIF in a conversation.;;
14917;REPONSE             ;526;en;I type the file name in the search bar and I filter on Files.;;
14918;REPONSE             ;992;en;Finally, I set my availability by day.;;
14919;REPONSE             ;591;en;False, the order of the buttons cannot be changed on the mobile application.;;
14920;REPONSE             ;587;en;True;;
14921;REPONSE             ;1118;en;I'll wait for Julie's return.;;
14922;REPONSE             ;207;en;I go to my post and click ... (More options) and Modify.;;
14923;REPONSE             ;494;en;I set my leave message on Outlook status.;;
14924;REPONSE             ;349;en;Then, I rename the tab.;;
14925;REPONSE             ;1164;en;False;;
14926;REPONSE             ;677;en;Finally, I click on the Files tab of the conversation to access the file.;;
14927;REPONSE             ;292;en;True, I can set it in the same way as in Outlook.;;
14928;REPONSE             ;530;en;I start by going to the Settings of the mobile app.;;
14929;REPONSE             ;652;en;Word;;
14930;REPONSE             ;519;en;Do not disturb;;
14931;REPONSE             ;965;en;I create a new post and I add a praise if needed.;;
14932;REPONSE             ;1122;en;Then, I select the Windows or MacOS tab.;;
14933;REPONSE             ;135;en;Then, I rename the tab.;;
14934;REPONSE             ;477;en;Video Call icon;;
14935;REPONSE             ;1075;en;I click on Manage channel.;;
14936;REPONSE             ;558;en;Share a PowerPoint file;;
14937;REPONSE             ;651;en;I first click the three dots ... next to the channel.;;
14938;REPONSE             ;978;en;False;;
14939;REPONSE             ;966;en;Forms Icon;;
14940;REPONSE             ;923;en;To continue the discussion AFTER the meeting.;;
14941;REPONSE             ;733;en;I send the same message to them individually.;;
14942;REPONSE             ;244;en;No, the settings depend on each environment: PC on one side, mobile on the other side.;;
14943;REPONSE             ;902;en;At the bottom of the list of my Teams, I click on the Manage teams option.;;
14944;REPONSE             ;142;en;I can join the meeting with my Teams mobile app;;
14945;REPONSE             ;317;en;Finally, I add the site's URL .;;
14946;REPONSE             ;492;en;Then, I select the Archive Team option and I define access to the associated Sharepoint.;;
14947;REPONSE             ;233;en;To start, I select the search bar.;;
14948;REPONSE             ;99;en;All files are in the Files tab in the channel or in the conversation.;;
14949;REPONSE             ;767;en;Delegate calls;;
14950;REPONSE             ;347;en;It is not recommended. You should have only one owner per team.;;
14951;REPONSE             ;831;en;A specific window;;
14952;REPONSE             ;77;en; Format my message by clicking on the format icon shaped A.;;
14953;REPONSE             ;882;en;I check both the meeting agendas.;;
14954;REPONSE             ;417;en;Yes, via Planner.;;
14955;REPONSE             ;1057;en;In the Details tab,  I can see the list of people who accepted or declined the invitation on the right hand side.;;
14956;REPONSE             ;1021;en;My microphone is muted but as Teams has detected that I am speaking, the message Your microphone is muted pops up.;;
14957;REPONSE             ;47;en;Leave a team.;;
14958;REPONSE             ;1086;en;Available status;;
14959;REPONSE             ;744;en;Share a PowerPoint file;;
14960;REPONSE             ;83;en;No.;;
14961;REPONSE             ;857;en;I can delegate or transfer my calls;;
14962;REPONSE             ;442;en;Too bad I won't attend the meeting.;;
14963;REPONSE             ;315;en;Finally, I click Team Picture.;;
14964;REPONSE             ;467;en;Reply area;;
14965;REPONSE             ;1149;en;Reactions to my posts in the channels.;;
14966;REPONSE             ;1074;en;Yammer;;
14967;REPONSE             ;223;en;I post the link to the training, without title, without more information, without @mention the channel.;;
14968;REPONSE             ;953;en;I can't, I have to wait until the end of the meeting.;;
14969;REPONSE             ;221;en;Only members of my organization.;;
14970;REPONSE             ;84;en;The audio and video of the meeting.;;
14971;REPONSE             ;299;en;I click on the icon Other actions ... next to the last call from Megan.;;
14972;REPONSE             ;173;en;Send a copy;;
14973;REPONSE             ;525;en;I click Version History.;;
14974;REPONSE             ;941;en;I can use someone else's computer, connect to Office.com, log in, then go to Teams;;
14975;REPONSE             ;897;en;A website link;;
14976;REPONSE             ;265;en;We can use a OneNote notebook for brainstorming.;;
14977;REPONSE             ;144;en;Excel;;
14978;REPONSE             ;140;en;I can zoom in/out using the keyboard shortcuts Ctrl+ and Ctrl-. ;;
14979;REPONSE             ;245;en;I click on ... to the right of the team, then Manage team and Members.;;
14980;REPONSE             ;913;en;In her calendar in the Calls tab.;;
14981;REPONSE             ;416;en;Yes, I can create a new Teams meeting with recurring parameters in Teams directly.;;
14982;REPONSE             ;560;en;In my active teams list, I click on the ... next to the team to archive.;;
14983;REPONSE             ;1085;en;Microsoft applications such as OneNote.;;
14984;REPONSE             ;610;en;I click on my profile picture.;;
14985;REPONSE             ;466;en;By answering another call simultaneously, I automatically put the current call on hold.;;
14986;REPONSE             ;640;en;In the Details tab,  I can see the list of people who accepted or declined the invitation on the right hand side.;;
14990;REPONSE             ;305;en;We can use a brainstorming app (depending on our company security permissions, Microsoft's Whiteboard app, or a third-party app).;;
14991;REPONSE             ;209;en;He shares a file to his manager.;;
14992;REPONSE             ;304;en;I go to the channel where the meeting was created and I go into the comments of the publication.;;
14993;REPONSE             ;1130;en;To share a file to co-edit with the whole team.;;
14994;REPONSE             ;1063;en;Yes of course;;
14995;REPONSE             ;524;en;When I want to record our meeting.;;
14996;REPONSE             ;436;en;I send them the direct link to the team.;;
14997;REPONSE             ;906;en;True;;
14998;REPONSE             ;712;en;Use the Announcement mode.;;
14999;REPONSE             ;329;en;I change the order of my list of teams by draging them with my mouse.;;
15000;REPONSE             ;1159;en;I can view the report in format .csv.;;
15001;REPONSE             ;969;en;I create a New Meeting.;;
15002;REPONSE             ;1001;en;He starts a video call with his manager.;;
15003;REPONSE             ;529;en;All of the elements mentioned.;;
15004;REPONSE             ;274;en;I can use my camera, I download the picture on my computer, then send it on Teams.;;
15005;REPONSE             ;222;en;I can create a table directly in my message.;;
15006;REPONSE             ;269;en;Icon Participant;;
15007;REPONSE             ;1014;en;I share the name of the team so that they can find it from the search bar.;;
